#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1755241476393451264,-0.14402,0.545109,-0.189436,0.101591,0.737245,0.0968768,0.660881,-0.336775,-0.0375944,0.128727,0.00759393,-0.0385266,0.0163849,-0.07344,-0.158925,0.378687
1755241476403451136,-0.147357,0.54471,-0.188114,0.0898069,0.744428,0.0998481,0.654059,-0.330743,-0.0436036,0.135949,0.00759169,-0.0385392,0.016393,-0.0734044,-0.158996,0.378618
1755241476413451264,-0.150633,0.544201,-0.186712,0.0771126,0.751469,0.10345,0.647029,-0.324034,-0.0592724,0.144612,0.00758929,-0.0385528,0.0164002,-0.0733698,-0.159069,0.378549
1755241476423451136,-0.153833,0.543492,-0.18522,0.062692,0.75868,0.107612,0.639448,-0.3156,-0.0835343,0.15372,0.00758683,-0.038567,0.0164062,-0.0733363,-0.159143,0.37848
1755241476433451264,-0.156937,0.542506,-0.183638,0.046474,0.765933,0.112885,0.631224,-0.304883,-0.114315,0.162616,0.00758453,-0.0385818,0.0164114,-0.0733041,-0.159219,0.37841
1755241476443451136,-0.159919,0.541197,-0.181975,0.0287103,0.773084,0.119297,0.622322,-0.290709,-0.147703,0.169526,0.00758222,-0.038597,0.0164158,-0.073273,-0.159297,0.37834
1755241476453451264,-0.162732,0.539551,-0.180259,0.0101589,0.779861,0.126499,0.612954,-0.270834,-0.181514,0.173262,0.00757925,-0.0386123,0.0164196,-0.073243,-0.159377,0.378268
1755241476463451136,-0.165305,0.537566,-0.178522,0.00861252,-0.785997,-0.134504,-0.60336,-0.242611,-0.21552,0.173652,0.00757482,-0.0386273,0.0164226,-0.0732142,-0.15946,0.378195
1755241476473451264,-0.167559,0.535242,-0.176795,0.027641,-0.791365,-0.143467,-0.593629,-0.207183,-0.249231,0.171423,0.00756861,-0.0386419,0.0164243,-0.0731866,-0.159547,0.37812
1755241476483451136,-0.169429,0.532586,-0.175095,0.0466496,-0.795843,-0.153357,-0.5839,-0.166222,-0.281842,0.168325,0.0075607,-0.0386561,0.0164242,-0.0731601,-0.159637,0.378045
1755241476493451008,-0.170874,0.529613,-0.173433,0.0654776,-0.799489,-0.164034,-0.574128,-0.122282,-0.312287,0.163865,0.00755128,-0.0386702,0.0164225,-0.073135,-0.159733,0.377968
1755241476503451136,-0.171875,0.526361,-0.171832,0.0839497,-0.802397,-0.174852,-0.564392,-0.0778921,-0.337055,0.155797,0.00754092,-0.0386851,0.01642,-0.0731111,-0.159833,0.377891
1755241476513451008,-0.172435,0.522904,-0.170331,0.100474,-0.80467,-0.18486,-0.555192,-0.0341804,-0.353295,0.143863,0.00753098,-0.0387013,0.0164181,-0.0730886,-0.159939,0.377812
1755241476523451136,-0.172566,0.519328,-0.168961,0.114846,-0.806049,-0.194261,-0.547136,0.00777924,-0.361088,0.130157,0.00752242,-0.0387187,0.0164171,-0.0730675,-0.16005,0.377732
1755241476533451008,-0.172285,0.5157,-0.167724,0.128025,-0.806611,-0.203348,-0.540035,0.0482569,-0.364082,0.11731,0.00751509,-0.0387364,0.0164168,-0.0730475,-0.160167,0.377651
1755241476543451136,-0.171612,0.512051,-0.166617,0.140746,-0.806604,-0.212242,-0.533418,0.0860501,-0.365634,0.103736,0.0075086,-0.0387543,0.0164171,-0.0730282,-0.160289,0.377569
1755241476553451008,-0.17058,0.508391,-0.165654,0.153197,-0.806202,-0.221086,-0.526963,0.119823,-0.366056,0.0887179,0.00750269,-0.0387724,0.0164184,-0.0730095,-0.160415,0.377487
1755241476563451136,-0.169238,0.50475,-0.164849,0.165125,-0.805409,-0.229982,-0.520728,0.147799,-0.361057,0.0721897,0.00749729,-0.038791,0.016421,-0.0729909,-0.160546,0.377403
1755241476573451008,-0.167652,0.501209,-0.164214,0.176267,-0.804238,-0.238477,-0.515034,0.168542,-0.345769,0.0547514,0.00749251,-0.03881,0.0164252,-0.0729721,-0.160681,0.377319
1755241476583451136,-0.1659,0.497885,-0.163752,0.186716,-0.802922,-0.246014,-0.509833,0.180796,-0.317581,0.0377432,0.0074883,-0.0388289,0.0164308,-0.0729527,-0.160819,0.377234
1755241476593451008,-0.164061,0.494888,-0.163454,0.197217,-0.801416,-0.252915,-0.504847,0.186303,-0.281087,0.0220102,0.00748445,-0.0388475,0.0164374,-0.0729322,-0.16096,0.377149
1755241476603451136,-0.162196,0.492279,-0.163316,0.208245,-0.799611,-0.259669,-0.499829,0.186078,-0.240437,0.00548657,0.00748063,-0.038866,0.0164441,-0.0729102,-0.161103,0.377064
1755241476613451008,-0.160358,0.490095,-0.163346,0.219444,-0.797664,-0.265996,-0.494796,0.180906,-0.195903,-0.0113568,0.00747632,-0.0388849,0.0164492,-0.0728863,-0.161247,0.376979
1755241476623450880,-0.158587,0.488371,-0.163536,0.230971,-0.795803,-0.270658,-0.489994,0.173148,-0.148808,-0.0263851,0.00747116,-0.0389042,0.0164525,-0.0728603,-0.161392,0.376894
1755241476633451008,-0.156895,0.487121,-0.16386,0.242471,-0.793985,-0.273491,-0.485796,0.165382,-0.101434,-0.0379989,0.00746516,-0.0389237,0.0164548,-0.072832,-0.161536,0.37681
1755241476643450880,-0.15528,0.486334,-0.164286,0.254041,-0.792089,-0.275245,-0.481974,0.157566,-0.0562634,-0.0468642,0.00745842,-0.0389432,0.0164567,-0.0728013,-0.161679,0.376727
1755241476653451008,-0.153745,0.485979,-0.164795,0.265567,-0.790099,-0.276412,-0.478346,0.149466,-0.0154157,-0.0547991,0.00745106,-0.0389627,0.0164581,-0.0727681,-0.161821,0.376644
1755241476663450880,-0.15229,0.486008,-0.165379,0.276536,-0.788139,-0.277113,-0.474946,0.141499,0.0204477,-0.0619118,0.00744287,-0.0389826,0.0164586,-0.0727323,-0.161961,0.376562
1755241476673451008,-0.150912,0.486371,-0.16603,0.28658,-0.786153,-0.277314,-0.472157,0.134295,0.0514766,-0.06807,0.00743325,-0.0390032,0.0164579,-0.0726938,-0.162099,0.376482
1755241476683450880,-0.149601,0.487021,-0.166733,0.295235,-0.784052,-0.277257,-0.470347,0.128122,0.0780557,-0.0723805,0.00742174,-0.0390241,0.0164556,-0.072653,-0.162234,0.376402
1755241476693451008,-0.14835,0.487922,-0.167469,0.301884,-0.782222,-0.276532,-0.4696,0.121746,0.102007,-0.0744659,0.00740838,-0.039045,0.016452,-0.0726098,-0.162366,0.376325
1755241476703450880,-0.147175,0.489067,-0.168215,0.306659,-0.780807,-0.275105,-0.4697,0.11305,0.127053,-0.0742822,0.00739401,-0.039066,0.0164478,-0.0725644,-0.162496,0.376249
1755241476713451008,-0.146097,0.490469,-0.16894,0.309741,-0.779933,-0.272798,-0.470475,0.102477,0.153564,-0.0703282,0.00738006,-0.039087,0.0164443,-0.072517,-0.162621,0.376175
1755241476723450880,-0.14513,0.492137,-0.169611,0.31042,-0.779655,-0.26984,-0.47219,0.0906642,0.1798,-0.063682,0.00736721,-0.0391082,0.0164421,-0.0724675,-0.162744,0.376103
1755241476733451008,-0.144286,0.494055,-0.170217,0.309252,-0.779722,-0.266586,-0.474688,0.0780656,0.203338,-0.057862,0.00735505,-0.0391296,0.0164408,-0.0724162,-0.162862,0.376033
1755241476743450880,-0.143572,0.496199,-0.17078,0.306908,-0.780069,-0.263153,-0.477546,0.0648076,0.225593,-0.0550276,0.00734309,-0.039151,0.0164399,-0.0723632,-0.162977,0.375964
1755241476753450752,-0.142988,0.498574,-0.171329,0.30332,-0.780781,-0.259218,-0.480816,0.052062,0.249938,-0.0550693,0.00733124,-0.0391724,0.016439,-0.0723087,-0.163088,0.375898
1755241476763450880,-0.142518,0.501221,-0.171887,0.298813,-0.781768,-0.254559,-0.484509,0.0425361,0.280166,-0.056653,0.00731969,-0.0391933,0.0164381,-0.0722527,-0.163195,0.375833
1755241476773450752,-0.142123,0.50419,-0.172463,0.293755,-0.78291,-0.248763,-0.48875,0.0367737,0.313739,-0.0587494,0.00730846,-0.0392136,0.0164373,-0.0721954,-0.163298,0.375769
1755241476783450880,-0.141767,0.507498,-0.173069,0.28838,-0.784063,-0.241799,-0.493575,0.0351535,0.347847,-0.062699,0.0072973,-0.0392327,0.016437,-0.0721366,-0.163398,0.375707
1755241476793450752,-0.1414,0.511141,-0.173722,0.282677,-0.78519,-0.233989,-0.498818,0.0389792,0.380573,-0.067936,0.00728613,-0.0392506,0.0164373,-0.0720765,-0.163494,0.375646
1755241476803450880,-0.140967,0.515104,-0.174426,0.276228,-0.786345,-0.225506,-0.504487,0.0481935,0.411585,-0.0726951,0.00727531,-0.0392677,0.0164378,-0.0720148,-0.163587,0.375587
1755241476813450752,-0.140419,0.519352,-0.175164,0.268267,-0.787614,-0.216202,-0.510837,0.0621382,0.436743,-0.0745012,0.00726571,-0.0392851,0.0164382,-0.0719516,-0.163677,0.375528
1755241476823450880,-0.139699,0.523786,-0.175908,0.25924,-0.788649,-0.206245,-0.517968,0.0824652,0.448406,-0.0739958,0.0072579,-0.0393035,0.0164378,-0.071887,-0.163764,0.375471
1755241476833450752,-0.138756,0.52827,-0.176636,0.249602,-0.789273,-0.195937,-0.525696,0.106299,0.446766,-0.0714684,0.00725173,-0.0393228,0.0164361,-0.0718212,-0.163847,0.375414
1755241476843450880,-0.137567,0.532677,-0.177337,0.239408,-0.789594,-0.185447,-0.533699,0.131568,0.433075,-0.0687826,0.00724701,-0.0393425,0.0164329,-0.0717543,-0.163928,0.375359
1755241476853450752,-0.136122,0.536886,-0.178015,0.228414,-0.789629,-0.174998,-0.541931,0.157221,0.407477,-0.0668915,0.00724348,-0.0393625,0.0164287,-0.0716867,-0.164005,0.375305
1755241476863450880,-0.134432,0.540794,-0.178676,0.216841,-0.789355,-0.16469,-0.550251,0.180147,0.373362,-0.0652756,0.00724063,-0.0393825,0.0164248,-0.0716184,-0.164078,0.375252
1755241476873450752,-0.132543,0.544339,-0.179319,0.203848,-0.788861,-0.154763,-0.558743,0.19675,0.335527,-0.0633177,0.00723766,-0.039402,0.016422,-0.0715496,-0.164149,0.3752
1755241476883450624,-0.130504,0.547509,-0.179948,0.189403,-0.788101,-0.145832,-0.567236,0.210658,0.298898,-0.062693,0.00723397,-0.0394208,0.0164201,-0.0714801,-0.164217,0.37515
1755241476893450752,-0.128337,0.550335,-0.180582,0.174339,-0.786993,-0.137604,-0.575599,0.222482,0.26703,-0.0643557,0.00722913,-0.0394386,0.0164185,-0.07141,-0.164282,0.375101
1755241476903450624,-0.126053,0.55288,-0.181251,0.158999,-0.785545,-0.129637,-0.583808,0.234676,0.243175,-0.0700019,0.00722292,-0.039455,0.0164175,-0.0713391,-0.164346,0.375053
1755241476913450752,-0.123625,0.555239,-0.181996,0.143056,-0.783796,-0.121508,-0.591975,0.251575,0.230213,-0.0791993,0.00721586,-0.0394697,0.0164176,-0.0712675,-0.164408,0.375007
1755241476923450624,-0.120993,0.557529,-0.182839,0.125702,-0.781658,-0.112079,-0.60054,0.275591,0.229061,-0.0892087,0.00720899,-0.0394828,0.0164192,-0.071195,-0.164469,0.374962
1755241476933450752,-0.118088,0.559855,-0.183764,0.105938,-0.778754,-0.0997244,-0.610225,0.305829,0.236226,-0.0952079,0.0072029,-0.0394942,0.0164226,-0.0711216,-0.164528,0.374918
1755241476943450624,-0.114872,0.562224,-0.184721,0.0865688,-0.774735,-0.086471,-0.620334,0.337119,0.236197,-0.0954567,0.00719771,-0.0395038,0.0164277,-0.0710473,-0.164587,0.374874
1755241476953450752,-0.111366,0.564535,-0.185661,0.068768,-0.769803,-0.0737492,-0.630266,0.363015,0.224671,-0.092315,0.00719335,-0.0395125,0.0164337,-0.070972,-0.164645,0.374829
1755241476963450624,-0.107645,0.566678,-0.186566,0.0519497,-0.764287,-0.0619694,-0.639786,0.379855,0.202827,-0.0886099,0.00718963,-0.0395213,0.0164393,-0.0708958,-0.164702,0.374785
1755241476973450752,-0.103803,0.568565,-0.187429,0.0353149,-0.758116,-0.0509594,-0.649166,0.387066,0.173784,-0.0840242,0.00718676,-0.0395308,0.0164433,-0.0708189,-0.164757,0.37474
1755241476983450624,-0.0999367,0.570124,-0.188248,0.0179678,-0.751454,-0.0402427,-0.658312,0.385003,0.137244,-0.079965,0.00718533,-0.0395408,0.0164454,-0.0707416,-0.164811,0.374694
1755241476993450752,-0.0961339,0.571283,-0.189036,0.000190456,0.744359,0.0295816,0.667124,0.374454,0.0931071,-0.0775107,0.00718581,-0.0395511,0.0164456,-0.0706642,-0.164863,0.374649
1755241477003450624,-0.0924708,0.571923,-0.189793,0.0170646,0.736815,0.0204174,0.67557,0.357313,0.0334534,-0.0739483,0.007188,-0.0395613,0.0164451,-0.0705869,-0.164913,0.374604
1755241477013450496,-0.0889973,0.571926,-0.190528,0.0313907,0.729047,0.013603,0.683608,0.337226,-0.0327692,-0.0733746,0.00719034,-0.0395708,0.0164454,-0.0705098,-0.164962,0.37456
1755241477023450624,-0.0857103,0.571289,-0.191258,0.0445254,0.721527,0.00986901,0.690883,0.320733,-0.0933403,-0.0721289,0.00719146,-0.0395796,0.0164478,-0.070433,-0.165009,0.374517
1755241477033450496,-0.0825542,0.570105,-0.191949,0.0585356,0.713986,0.00852435,0.697656,0.311189,-0.141746,-0.0652163,0.00719144,-0.0395878,0.0164521,-0.0703569,-0.165054,0.374475
1755241477043450624,-0.0794649,0.5685,-0.192534,0.0730893,0.706133,0.00793274,0.704252,0.306819,-0.178042,-0.050872,0.00719085,-0.0395954,0.0164574,-0.0702815,-0.165099,0.374432
1755241477053450496,-0.0764229,0.566565,-0.192948,0.0869583,0.69795,0.00837444,0.710798,0.300632,-0.208544,-0.0317496,0.00719006,-0.0396029,0.0164631,-0.0702072,-0.165144,0.37439
1755241477063450624,-0.0734924,0.564322,-0.19318,0.0998042,0.689608,0.0100877,0.717202,0.284067,-0.240116,-0.0150978,0.00718908,-0.0396107,0.0164691,-0.0701341,-0.165188,0.374348
1755241477073450496,-0.0707713,0.56176,-0.193264,0.112676,0.681073,0.0127001,0.723382,0.259277,-0.272136,-0.00206419,0.00718801,-0.0396187,0.0164753,-0.0700622,-0.165234,0.374306
1755241477083450624,-0.0683213,0.558886,-0.193228,0.126735,0.672466,0.0161019,0.729019,0.230413,-0.302098,0.00888088,0.00718706,-0.0396266,0.0164815,-0.0699915,-0.16528,0.374264
1755241477093450496,-0.0661578,0.555738,-0.193095,0.142047,0.663739,0.0207016,0.73406,0.202539,-0.326301,0.0175718,0.00718637,-0.0396342,0.0164873,-0.0699216,-0.165327,0.374222
1755241477103450624,-0.0642528,0.55239,-0.19289,0.15656,0.654991,0.0255957,0.738796,0.179123,-0.342031,0.0229038,0.00718582,-0.0396406,0.0164927,-0.0698524,-0.165377,0.37418
1755241477113450496,-0.0625464,0.548933,-0.192653,0.170084,0.646253,0.0308727,0.743287,0.162931,-0.347879,0.0239902,0.00718513,-0.0396455,0.0164977,-0.0697832,-0.165428,0.374138
1755241477123450624,-0.0609727,0.545483,-0.192425,0.182075,0.638166,0.0358176,0.747202,0.152178,-0.34065,0.0213595,0.00718433,-0.0396491,0.0165027,-0.0697138,-0.165481,0.374097
1755241477133450496,-0.0594973,0.542151,-0.192217,0.192919,0.630366,0.039599,0.750901,0.142689,-0.325007,0.0206599,0.00718373,-0.0396523,0.016509,-0.0696437,-0.165536,0.374055
1755241477143450624,-0.0581321,0.538989,-0.192003,0.202821,0.622736,0.0424625,0.754494,0.129623,-0.307282,0.0221683,0.00718351,-0.0396558,0.016517,-0.069573,-0.165594,0.374014
1755241477153450496,-0.0569302,0.536002,-0.19177,0.211827,0.615291,0.045015,0.75797,0.109751,-0.290188,0.0244353,0.00718391,-0.0396598,0.0165264,-0.0695015,-0.165653,0.373972
1755241477163450368,-0.0559668,0.53318,-0.191522,0.220701,0.608096,0.0474828,0.761089,0.0818727,-0.274179,0.0246936,0.0071852,-0.0396643,0.0165365,-0.0694296,-0.165713,0.373931
1755241477173450496,-0.055323,0.530512,-0.191291,0.229524,0.601602,0.0491943,0.763527,0.0458884,-0.259301,0.021079,0.00718764,-0.0396694,0.016547,-0.069357,-0.165775,0.373889
1755241477183450368,-0.0550736,0.527997,-0.191114,0.238051,0.596372,0.0504731,0.764935,0.00354849,-0.243429,0.0140148,0.00719131,-0.0396756,0.016558,-0.0692841,-0.165837,0.373848
1755241477193450496,-0.0552508,0.525651,-0.191017,0.245881,0.592329,0.0518259,0.765508,-0.0386328,-0.225543,0.00520552,0.00719615,-0.0396833,0.0165696,-0.0692106,-0.1659,0.373808
1755241477203450368,-0.0558265,0.523494,-0.191011,0.252917,0.589071,0.053655,0.765604,-0.0757205,-0.205363,-0.00400441,0.00720174,-0.0396918,0.0165814,-0.0691369,-0.165963,0.373768
1755241477213450496,-0.0567387,0.521556,-0.191097,0.259594,0.586085,0.0555195,0.765528,-0.10603,-0.181886,-0.0131923,0.0072073,-0.0397,0.0165929,-0.0690627,-0.166027,0.373729
1755241477223450368,-0.0579324,0.519866,-0.191269,0.265297,0.584115,0.0567587,0.764987,-0.132468,-0.155622,-0.0210963,0.0072122,-0.0397075,0.0166042,-0.0689881,-0.166091,0.373691
1755241477233450496,-0.0593862,0.518454,-0.191511,0.269392,0.583669,0.0581072,0.763794,-0.15824,-0.126466,-0.0271824,0.00721646,-0.0397149,0.0166159,-0.0689128,-0.166155,0.373654
1755241477243450368,-0.0610959,0.51735,-0.19181,0.272322,0.58427,0.0595197,0.762186,-0.183634,-0.0938995,-0.0323789,0.00722029,-0.0397228,0.0166282,-0.068837,-0.16622,0.373618
1755241477253450496,-0.0630572,0.516581,-0.192158,0.274698,0.585413,0.0607866,0.760353,-0.208485,-0.0599754,-0.0374033,0.00722381,-0.0397309,0.0166406,-0.0687606,-0.166286,0.373583
1755241477263450368,-0.0652596,0.516148,-0.192559,0.276818,0.586807,0.0617735,0.758428,-0.23164,-0.0265648,-0.042828,0.0072271,-0.0397384,0.0166526,-0.0686837,-0.166352,0.373548
1755241477273450496,-0.0676761,0.516047,-0.193017,0.278256,0.588852,0.0616592,0.756323,-0.251098,0.00616161,-0.0487826,0.00723035,-0.0397451,0.016664,-0.0686063,-0.166419,0.373514
1755241477283450368,-0.0702633,0.516269,-0.193534,0.279682,0.591438,0.0599459,0.753913,-0.265648,0.0381141,-0.054575,0.00723376,-0.0397513,0.0166756,-0.0685283,-0.166486,0.373479
1755241477293450240,-0.0729678,0.516802,-0.194102,0.280815,0.594424,0.0573951,0.751338,-0.274628,0.068262,-0.0586072,0.00723745,-0.0397575,0.0166879,-0.0684496,-0.166554,0.373445
1755241477303450368,-0.0757421,0.517628,-0.1947,0.281483,0.597684,0.0545866,0.748707,-0.279883,0.0966243,-0.0608353,0.00724157,-0.0397641,0.0167009,-0.0683705,-0.166622,0.373411
1755241477313450240,-0.0785597,0.518723,-0.195304,0.281747,0.601119,0.0517825,0.746052,-0.283455,0.121891,-0.0593038,0.00724623,-0.039771,0.0167141,-0.068291,-0.166691,0.373376
1755241477323450368,-0.0814077,0.520047,-0.195872,0.28166,0.604574,0.0487212,0.743494,-0.286129,0.142194,-0.0539756,0.00725163,-0.0397782,0.0167268,-0.0682112,-0.16676,0.37334
1755241477333450240,-0.0842888,0.521544,-0.19637,0.280811,0.608229,0.0453613,0.741043,-0.290348,0.156404,-0.0452491,0.00725802,-0.0397857,0.0167389,-0.0681314,-0.166828,0.373304
1755241477343450368,-0.0872262,0.523158,-0.196774,0.279176,0.612201,0.0422108,0.738572,-0.297607,0.166001,-0.0356261,0.00726545,-0.0397935,0.0167503,-0.0680518,-0.166897,0.373267
1755241477353450240,-0.0902605,0.524853,-0.197085,0.276712,0.616616,0.0396462,0.735965,-0.309666,0.172644,-0.0267127,0.00727375,-0.0398016,0.0167612,-0.0679726,-0.166965,0.37323
1755241477363450368,-0.0934268,0.526597,-0.197311,0.273869,0.621283,0.0373354,0.733218,-0.32364,0.175461,-0.0184323,0.00728244,-0.0398094,0.0167713,-0.0678941,-0.167034,0.373192
1755241477373450240,-0.0967335,0.528346,-0.197454,0.270466,0.626417,0.0352373,0.730211,-0.337579,0.173662,-0.0100294,0.00729121,-0.0398168,0.0167807,-0.0678162,-0.167102,0.373155
1755241477383450368,-0.100175,0.530055,-0.197509,0.266599,0.63222,0.033859,0.726689,-0.35054,0.167872,-0.00100463,0.0073001,-0.039824,0.0167897,-0.0677391,-0.167171,0.373118
1755241477393450240,-0.103735,0.531699,-0.197471,0.262225,0.638581,0.0332394,0.722736,-0.360956,0.160835,0.00880562,0.00730927,-0.0398312,0.0167983,-0.0676626,-0.16724,0.373081
1755241477403450368,-0.107383,0.533277,-0.19733,0.25748,0.645294,0.0331754,0.71847,-0.368339,0.154874,0.0193896,0.00731873,-0.0398387,0.0168066,-0.0675869,-0.167309,0.373045
1755241477413450240,-0.111099,0.534805,-0.19708,0.252185,0.652229,0.0334436,0.71406,-0.37468,0.150899,0.0308217,0.00732837,-0.0398463,0.0168148,-0.067512,-0.167378,0.373009
1755241477423450112,-0.114873,0.536295,-0.196712,0.246022,0.65951,0.0337682,0.709493,-0.37993,0.146885,0.0427695,0.00733822,-0.0398536,0.0168232,-0.0674377,-0.167447,0.372974
1755241477433450240,-0.118694,0.53773,-0.196228,0.238964,0.667377,0.0341965,0.70451,-0.383834,0.139569,0.0539171,0.00734852,-0.039861,0.0168318,-0.0673641,-0.167516,0.372939
1755241477443450112,-0.122541,0.539074,-0.195638,0.231059,0.675693,0.0348827,0.699167,-0.385014,0.128665,0.0637157,0.00735949,-0.0398685,0.0168409,-0.0672909,-0.167586,0.372906
1755241477453450240,-0.126383,0.540289,-0.194959,0.222298,0.684264,0.0358026,0.693602,-0.382965,0.113787,0.072059,0.0073711,-0.0398762,0.0168502,-0.0672179,-0.167656,0.372872
1755241477463450112,-0.13019,0.54133,-0.194199,0.212606,0.693031,0.0374459,0.687826,-0.377897,0.0937866,0.0799714,0.00738287,-0.0398839,0.0168592,-0.0671452,-0.167725,0.372839
1755241477473450240,-0.133923,0.542148,-0.193361,0.201452,0.702004,0.0402151,0.681902,-0.367734,0.0690043,0.0874373,0.00739428,-0.0398916,0.0168678,-0.0670726,-0.167795,0.372806
1755241477483450112,-0.13752,0.542691,-0.192451,0.189538,0.710853,0.0436268,0.675914,-0.351057,0.0389408,0.0944211,0.00740539,-0.0398991,0.0168763,-0.067,-0.167865,0.372773
1755241477493450240,-0.140934,0.542914,-0.191473,0.176661,0.719492,0.0478634,0.669948,-0.331258,0.00555784,0.10119,0.00741639,-0.0399068,0.0168849,-0.0669274,-0.167936,0.37274
1755241477503450112,-0.144141,0.542803,-0.190429,0.162378,0.72804,0.0531697,0.663901,-0.309997,-0.0277955,0.107409,0.00742711,-0.0399151,0.0168942,-0.0668548,-0.168007,0.372706
1755241477513450240,-0.147132,0.542369,-0.189328,0.147017,0.736469,0.0593068,0.657634,-0.288033,-0.0586044,0.112719,0.00743672,-0.0399248,0.0169041,-0.0667823,-0.168078,0.372671
1755241477523450112,-0.149906,0.541647,-0.18818,0.130531,0.744397,0.0663369,0.651486,-0.26676,-0.085031,0.116489,0.00744442,-0.0399362,0.0169147,-0.0667101,-0.16815,0.372636
1755241477533450240,-0.152481,0.540696,-0.187004,0.113438,0.751634,0.0734886,0.645584,-0.248418,-0.104211,0.11829,0.00745,-0.0399493,0.0169265,-0.0666382,-0.168223,0.3726
1755241477543450112,-0.154882,0.539602,-0.185827,0.0964438,0.758212,0.0801443,0.639836,-0.231959,-0.113894,0.116865,0.00745372,-0.0399636,0.0169399,-0.0665669,-0.168297,0.372562
1755241477553449984,-0.157129,0.538419,-0.184671,0.0791688,0.764351,0.086619,0.634032,-0.217376,-0.122856,0.114421,0.00745601,-0.0399785,0.0169546,-0.0664961,-0.168373,0.372522
1755241477563450112,-0.159226,0.537137,-0.183537,0.0612017,0.770136,0.0933931,0.628031,-0.201575,-0.134088,0.112286,0.00745744,-0.0399939,0.0169698,-0.0664259,-0.168451,0.372479
1755241477573449984,-0.161145,0.535714,-0.182426,0.0435865,0.775362,0.100402,0.621959,-0.181684,-0.151623,0.109811,0.00745877,-0.0400094,0.0169844,-0.0663564,-0.168532,0.372434
1755241477583450112,-0.162843,0.534064,-0.181341,0.0258633,0.780018,0.107679,0.61588,-0.157359,-0.179635,0.107026,0.00746058,-0.0400248,0.0169974,-0.0662878,-0.168615,0.372386
1755241477593449984,-0.164281,0.53209,-0.180289,0.00597083,0.784097,0.117139,0.609454,-0.129691,-0.215756,0.103258,0.00746286,-0.0400399,0.0170086,-0.0662199,-0.1687,0.372335
1755241477603450112,-0.165433,0.529755,-0.179286,0.015687,-0.787567,-0.128297,-0.602522,-0.10045,-0.250896,0.0969345,0.00746502,-0.0400551,0.0170179,-0.0661527,-0.168788,0.372282
1755241477613449984,-0.166287,0.52709,-0.178356,0.0377983,-0.790436,-0.140061,-0.595118,-0.0701303,-0.281564,0.0889595,0.00746592,-0.0400708,0.0170258,-0.0660861,-0.16888,0.372227
1755241477623450112,-0.166833,0.524138,-0.177504,0.0599801,-0.7925,-0.152536,-0.587434,-0.0388015,-0.308251,0.0815684,0.00746483,-0.040087,0.0170324,-0.06602,-0.168975,0.372169
1755241477633449984,-0.167062,0.520941,-0.176719,0.081982,-0.793547,-0.165928,-0.57968,-0.00684823,-0.330694,0.0755033,0.00746177,-0.0401039,0.0170378,-0.0659545,-0.169073,0.372109
1755241477643450112,-0.166976,0.517543,-0.175989,0.103248,-0.793608,-0.180129,-0.571908,0.0239954,-0.347935,0.0704153,0.00745708,-0.0401212,0.0170418,-0.0658896,-0.169175,0.372047
1755241477653449984,-0.166597,0.514012,-0.175311,0.123192,-0.793025,-0.193954,-0.564196,0.0511301,-0.357003,0.0651306,0.00745144,-0.0401392,0.0170451,-0.0658252,-0.169281,0.371985
1755241477663450112,-0.165977,0.510452,-0.174693,0.141968,-0.792012,-0.20703,-0.556508,0.0723546,-0.353648,0.0581798,0.0074462,-0.0401577,0.0170486,-0.0657612,-0.16939,0.371923
1755241477673449984,-0.16517,0.50698,-0.174155,0.158663,-0.790676,-0.218865,-0.549323,0.0883923,-0.3395,0.0491162,0.00744274,-0.0401766,0.0170534,-0.0656976,-0.169502,0.371862
1755241477683449856,-0.164231,0.503703,-0.17372,0.172477,-0.789301,-0.228951,-0.542989,0.0986652,-0.314517,0.03767,0.00744126,-0.0401955,0.0170601,-0.0656339,-0.169616,0.371801
1755241477693449984,-0.163217,0.500729,-0.173405,0.183822,-0.787967,-0.237168,-0.537651,0.103519,-0.279311,0.0252838,0.00744114,-0.040214,0.0170686,-0.0655697,-0.169732,0.371741
1755241477703449856,-0.162174,0.498139,-0.173216,0.193924,-0.786681,-0.244025,-0.532897,0.104684,-0.238258,0.0125669,0.00744191,-0.0402321,0.0170785,-0.0655046,-0.16985,0.371682
1755241477713449984,-0.161131,0.495972,-0.173156,0.203868,-0.785261,-0.250455,-0.528276,0.103673,-0.195006,-0.000688379,0.0074432,-0.0402502,0.0170888,-0.0654381,-0.169969,0.371623
1755241477723449856,-0.160108,0.494236,-0.173227,0.214177,-0.783628,-0.256741,-0.523582,0.100658,-0.152349,-0.0132006,0.0074446,-0.0402689,0.0170983,-0.0653701,-0.170088,0.371564
1755241477733449984,-0.159128,0.492919,-0.173409,0.225372,-0.781673,-0.262398,-0.518982,0.095128,-0.111591,-0.0226729,0.00744595,-0.0402887,0.0171069,-0.0653003,-0.170208,0.371506
1755241477743449856,-0.158219,0.491989,-0.173668,0.236923,-0.779485,-0.267297,-0.51461,0.0861031,-0.075219,-0.0287861,0.00744736,-0.0403093,0.0171149,-0.0652289,-0.170328,0.371449
1755241477753449984,-0.15742,0.491387,-0.173975,0.248642,-0.777133,-0.271778,-0.510273,0.0731682,-0.0461711,-0.032258,0.00744891,-0.0403306,0.0171227,-0.0651557,-0.170448,0.371392
