#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1755241482023445760,-0.122375,0.558491,-0.193497,0.82064,0.117754,-0.458821,0.319637,-0.24126,-0.00983616,0.101588,0.00347939,-0.0489836,0.0192854,-0.052746,-0.173939,0.328011
1755241482033445888,-0.124736,0.558293,-0.192443,0.81959,0.13984,-0.445891,0.33151,-0.230593,-0.0296844,0.109131,0.00345827,-0.0489999,0.0192894,-0.0527693,-0.173963,0.32793
1755241482043445760,-0.126988,0.557902,-0.191317,0.818117,0.160941,-0.432962,0.342531,-0.219651,-0.0483834,0.11593,0.00343508,-0.0490161,0.0192932,-0.0527921,-0.173984,0.32785
1755241482053445888,-0.129134,0.557338,-0.190128,0.816243,0.181298,-0.420169,0.352613,-0.209562,-0.0640221,0.121521,0.00341216,-0.0490322,0.0192966,-0.0528144,-0.174002,0.32777
1755241482063445760,-0.131187,0.556636,-0.188894,0.814137,0.200471,-0.408105,0.361168,-0.200829,-0.076067,0.125046,0.00339113,-0.0490483,0.0192995,-0.0528365,-0.174016,0.327691
1755241482073445888,-0.13315,0.555833,-0.187636,0.811653,0.218995,-0.396581,0.368759,-0.191653,-0.0841593,0.126313,0.00337229,-0.0490648,0.0193015,-0.0528585,-0.174028,0.327611
1755241482083445760,-0.135021,0.554965,-0.186378,0.808719,0.237346,-0.385196,0.375852,-0.182543,-0.089082,0.124753,0.00335574,-0.049082,0.0193028,-0.0528809,-0.174037,0.327531
1755241482093445888,-0.136805,0.554057,-0.185153,0.805229,0.255915,-0.373605,0.382797,-0.17414,-0.0925484,0.119889,0.0033416,-0.0490998,0.0193037,-0.0529038,-0.174044,0.327451
1755241482103445760,-0.138501,0.553109,-0.183986,0.800983,0.275189,-0.361416,0.389969,-0.16464,-0.0975479,0.113629,0.0033299,-0.0491177,0.0193044,-0.0529274,-0.174049,0.327372
1755241482113445632,-0.140093,0.552097,-0.18288,0.795457,0.295609,-0.348571,0.397947,-0.153598,-0.105209,0.107671,0.00332074,-0.0491352,0.0193054,-0.0529519,-0.174053,0.327292
1755241482123445760,-0.141568,0.550993,-0.181825,0.788289,0.317714,-0.334798,0.4069,-0.140884,-0.115943,0.103534,0.00331443,-0.0491521,0.0193073,-0.052977,-0.174055,0.327213
1755241482133445632,-0.142908,0.549767,-0.180802,0.779368,0.341529,-0.319716,0.416803,-0.127031,-0.129747,0.101022,0.00331097,-0.0491683,0.0193101,-0.0530027,-0.174055,0.327135
1755241482143445760,-0.14411,0.548392,-0.179802,0.769105,0.365964,-0.303698,0.426984,-0.113288,-0.145351,0.0990631,0.00330964,-0.0491841,0.0193135,-0.0530287,-0.174055,0.327057
1755241482153445632,-0.145181,0.546869,-0.178823,0.757685,0.390591,-0.286985,0.437026,-0.100825,-0.158959,0.0966803,0.00330929,-0.0492001,0.0193168,-0.053055,-0.174053,0.326979
1755241482163445760,-0.146129,0.545225,-0.177872,0.744898,0.415315,-0.26953,0.447206,-0.0886955,-0.169476,0.0931803,0.0033093,-0.0492168,0.0193198,-0.0530814,-0.17405,0.326903
1755241482173445632,-0.146962,0.543498,-0.176966,0.73082,0.439969,-0.25155,0.457222,-0.0779514,-0.175342,0.0876958,0.00330973,-0.0492346,0.019323,-0.0531082,-0.174046,0.326826
1755241482183445760,-0.147697,0.541736,-0.176122,0.715149,0.464887,-0.233043,0.467047,-0.0689893,-0.176806,0.081086,0.00331044,-0.0492532,0.0193262,-0.0531353,-0.17404,0.32675
1755241482193445632,-0.148342,0.539968,-0.175344,0.697543,0.490468,-0.213798,0.476618,-0.0598463,-0.176956,0.0745838,0.00331082,-0.049272,0.0193295,-0.0531627,-0.174032,0.326675
1755241482203445760,-0.148886,0.538185,-0.174625,0.678917,0.515272,-0.194301,0.485605,-0.0485029,-0.180133,0.0693036,0.00330995,-0.0492904,0.0193324,-0.0531905,-0.174023,0.326599
1755241482213445632,-0.149313,0.536356,-0.173958,0.659487,0.538791,-0.174954,0.494138,-0.0367471,-0.186046,0.0639512,0.0033073,-0.0493078,0.0193353,-0.0532184,-0.174013,0.326524
1755241482223445760,-0.149618,0.534458,-0.173352,0.639233,0.561349,-0.155232,0.502166,-0.0237351,-0.193961,0.0569679,0.00330279,-0.0493241,0.0193385,-0.0532461,-0.174001,0.326448
1755241482233445632,-0.149771,0.532475,-0.172829,0.618162,0.582954,-0.13525,0.509654,-0.005848,-0.202632,0.047169,0.00329653,-0.0493394,0.0193423,-0.0532734,-0.173986,0.326371
1755241482243445760,-0.149706,0.53041,-0.172428,0.59655,0.603226,-0.115426,0.516646,0.0198019,-0.210077,0.0325055,0.00328894,-0.0493543,0.0193465,-0.0532998,-0.17397,0.326292
1755241482253445632,-0.149351,0.528291,-0.172191,0.575544,0.621223,-0.0966943,0.522954,0.0519432,-0.212694,0.014469,0.00328105,-0.0493696,0.0193505,-0.0533253,-0.17395,0.326212
1755241482263445504,-0.148662,0.526195,-0.172145,0.556088,0.63589,-0.0799697,0.529165,0.0858377,-0.205249,-0.00545282,0.00327349,-0.0493861,0.0193536,-0.0533498,-0.173929,0.326129
1755241482273445632,-0.147643,0.524228,-0.172301,0.540229,0.64567,-0.067101,0.5355,0.116962,-0.187023,-0.0256181,0.00326586,-0.0494039,0.0193557,-0.0533735,-0.173905,0.326045
1755241482283445504,-0.146381,0.522481,-0.172649,0.528083,0.651497,-0.0577713,0.541611,0.133264,-0.161701,-0.0434797,0.00325811,-0.0494228,0.0193573,-0.0533966,-0.173879,0.325959
1755241482293445632,-0.145042,0.521009,-0.173155,0.517288,0.655925,-0.0498637,0.547439,0.132859,-0.132361,-0.057408,0.00325107,-0.0494419,0.0193584,-0.0534195,-0.173852,0.325871
1755241482303445504,-0.143757,0.519842,-0.173786,0.505851,0.660922,-0.0420742,0.552744,0.123787,-0.101241,-0.068572,0.00324539,-0.0494591,0.0193588,-0.0534422,-0.173824,0.325783
1755241482313445632,-0.142554,0.518973,-0.174523,0.492934,0.666842,-0.0343035,0.557819,0.117468,-0.0730003,-0.0786139,0.00324081,-0.0494731,0.0193588,-0.0534646,-0.173795,0.325693
1755241482323445504,-0.14138,0.518364,-0.175357,0.478987,0.673428,-0.0270606,0.562436,0.118139,-0.0495577,-0.087935,0.00323697,-0.0494841,0.0193591,-0.0534862,-0.173765,0.325602
1755241482333445632,-0.140175,0.517963,-0.176269,0.464337,0.680217,-0.0202001,0.566823,0.123186,-0.0313393,-0.0941373,0.00323367,-0.0494924,0.0193597,-0.0535068,-0.173735,0.325511
1755241482343445504,-0.138914,0.517725,-0.177226,0.448913,0.68711,-0.0131666,0.571125,0.129165,-0.0162217,-0.0966137,0.00323044,-0.0494986,0.0193605,-0.053526,-0.173705,0.325419
1755241482353445632,-0.137593,0.517649,-0.178185,0.433273,0.693802,-0.00614226,0.575218,0.13464,0.00147806,-0.0947438,0.00322655,-0.049504,0.0193614,-0.0535434,-0.173674,0.325326
1755241482363445504,-0.136235,0.517782,-0.17911,0.418596,0.699595,0.000395507,0.579089,0.136084,0.0261713,-0.0900263,0.00322171,-0.0495103,0.0193617,-0.0535592,-0.173644,0.325233
1755241482373445632,-0.134916,0.518206,-0.179981,0.406551,0.70371,0.00453787,0.582656,0.126373,0.0591698,-0.0840434,0.0032159,-0.0495186,0.0193612,-0.0535739,-0.173614,0.325139
1755241482383445504,-0.133743,0.518974,-0.180786,0.39615,0.707156,0.00705301,0.585616,0.107333,0.0944387,-0.0766362,0.00320918,-0.0495289,0.0193601,-0.0535881,-0.173586,0.325045
1755241482393445376,-0.13279,0.520092,-0.181507,0.386541,0.710416,0.00869037,0.588064,0.0829016,0.12877,-0.067512,0.00320205,-0.0495405,0.0193584,-0.0536025,-0.17356,0.324951
1755241482403445504,-0.132085,0.521541,-0.182132,0.376882,0.713747,0.0101534,0.590273,0.0583469,0.160487,-0.0574496,0.0031951,-0.0495518,0.0193567,-0.0536176,-0.173537,0.324857
1755241482413445376,-0.131608,0.523289,-0.182662,0.367006,0.717655,0.0112248,0.591736,0.0376515,0.188547,-0.0486961,0.00318853,-0.0495616,0.0193553,-0.0536335,-0.173516,0.324765
1755241482423445504,-0.13131,0.525297,-0.18311,0.357554,0.722181,0.0115997,0.59201,0.0225993,0.212566,-0.0409714,0.00318219,-0.0495705,0.0193544,-0.0536505,-0.173497,0.324672
1755241482433445376,-0.13114,0.52752,-0.183483,0.348513,0.726875,0.011526,0.591658,0.0121932,0.231106,-0.0337539,0.00317584,-0.049579,0.0193538,-0.0536684,-0.173481,0.324581
1755241482443445504,-0.131037,0.529895,-0.183798,0.339533,0.731657,0.0113826,0.590988,0.00939297,0.24319,-0.0298143,0.00316923,-0.0495873,0.0193537,-0.0536873,-0.173468,0.324491
1755241482453445376,-0.130921,0.532367,-0.184096,0.330857,0.736194,0.0110438,0.59028,0.0147632,0.250606,-0.0302815,0.00316205,-0.0495954,0.0193539,-0.0537072,-0.173457,0.324402
1755241482463445504,-0.130712,0.534893,-0.184418,0.322921,0.739973,0.0104951,0.58996,0.0280702,0.254149,-0.0344646,0.00315407,-0.0496029,0.0193547,-0.0537279,-0.173448,0.324314
1755241482473445376,-0.130335,0.537443,-0.184793,0.316354,0.742545,0.00938471,0.590304,0.0479777,0.255771,-0.0406649,0.00314503,-0.0496093,0.0193557,-0.0537492,-0.173441,0.324228
1755241482483445504,-0.12974,0.540012,-0.185232,0.312161,0.743428,0.00689303,0.591458,0.0708958,0.258149,-0.0471109,0.00313493,-0.0496145,0.019357,-0.0537709,-0.173436,0.324143
1755241482493445376,-0.128938,0.542611,-0.185731,0.308987,0.743586,0.00371346,0.592952,0.0886976,0.261689,-0.0525333,0.00312422,-0.049619,0.0193584,-0.0537925,-0.173433,0.324059
1755241482503445504,-0.127991,0.545247,-0.186277,0.306076,0.743625,0.000365804,0.594423,0.0999471,0.265349,-0.0562998,0.00311346,-0.0496238,0.0193597,-0.0538141,-0.173432,0.323978
1755241482513445376,-0.126956,0.547922,-0.186852,0.303629,0.743452,-0.00341621,0.595883,0.106659,0.269732,-0.0586647,0.00310267,-0.0496295,0.0193605,-0.0538356,-0.173432,0.323898
1755241482523445248,-0.125862,0.550645,-0.18745,0.302004,0.742931,-0.00805759,0.597313,0.112107,0.275136,-0.0610116,0.00309143,-0.0496362,0.0193611,-0.053857,-0.173434,0.323821
1755241482533445376,-0.124708,0.55343,-0.188074,0.301497,0.742004,-0.0137499,0.598615,0.119012,0.281761,-0.0638625,0.00307945,-0.0496435,0.0193616,-0.0538786,-0.173437,0.323746
1755241482543445248,-0.123469,0.556281,-0.188728,0.301751,0.740803,-0.0202745,0.599789,0.129161,0.288401,-0.0670476,0.00306668,-0.0496511,0.019362,-0.0539005,-0.173441,0.323673
1755241482553445376,-0.122102,0.559195,-0.189419,0.302867,0.739127,-0.0275147,0.601004,0.145294,0.293971,-0.0712183,0.00305306,-0.0496584,0.0193619,-0.0539229,-0.173445,0.323602
1755241482563445248,-0.120529,0.562143,-0.190166,0.305243,0.736661,-0.035848,0.602388,0.169993,0.294996,-0.0785352,0.00303806,-0.0496648,0.0193608,-0.0539458,-0.17345,0.323533
1755241482573445376,-0.118689,0.56507,-0.190993,0.309016,0.73314,-0.045992,0.60407,0.198323,0.289617,-0.0868917,0.00302082,-0.0496698,0.0193585,-0.0539694,-0.173457,0.323466
1755241482583445248,-0.116558,0.567911,-0.191893,0.314641,0.728322,-0.0580008,0.605957,0.227829,0.277576,-0.0925891,0.00300098,-0.0496734,0.019355,-0.0539934,-0.173463,0.323401
1755241482593445376,-0.114134,0.570597,-0.192834,0.322261,0.722209,-0.071648,0.607806,0.256582,0.258798,-0.0952207,0.00297921,-0.0496759,0.0193506,-0.0540177,-0.173471,0.323337
1755241482603445248,-0.111435,0.573064,-0.193794,0.332061,0.714707,-0.0866952,0.609437,0.283002,0.233815,-0.0968147,0.00295773,-0.0496782,0.0193456,-0.0540423,-0.17348,0.323274
1755241482613445376,-0.108469,0.575254,-0.194776,0.344409,0.70559,-0.103383,0.610604,0.310223,0.203746,-0.099867,0.00293862,-0.0496806,0.0193403,-0.0540671,-0.173488,0.323212
1755241482623445248,-0.105219,0.577135,-0.195793,0.360445,0.693865,-0.123035,0.611141,0.339649,0.172264,-0.103076,0.00292214,-0.0496833,0.0193349,-0.0540922,-0.173496,0.323151
1755241482633445376,-0.101689,0.578686,-0.196817,0.379975,0.679237,-0.145903,0.610712,0.365071,0.137284,-0.101111,0.00290792,-0.049686,0.0193298,-0.0541177,-0.173504,0.323092
1755241482643445248,-0.0979617,0.579853,-0.197799,0.400649,0.662673,-0.170081,0.609441,0.378552,0.0952393,-0.094585,0.00289599,-0.049689,0.0193251,-0.0541436,-0.17351,0.323034
1755241482653445120,-0.0941597,0.580573,-0.198698,0.420122,0.645619,-0.193275,0.607716,0.380499,0.048467,-0.0851278,0.00288581,-0.0496931,0.0193208,-0.05417,-0.173514,0.322978
1755241482663445248,-0.0903668,0.58082,-0.199507,0.438004,0.628412,-0.214209,0.606107,0.377596,0.00121404,-0.0769619,0.00287604,-0.0496989,0.019317,-0.0541969,-0.173517,0.322925
1755241482673445120,-0.0866044,0.580612,-0.200247,0.455878,0.61009,-0.233813,0.604398,0.3745,-0.0420289,-0.0712429,0.00286576,-0.0497067,0.0193135,-0.0542248,-0.173517,0.322874
1755241482683445248,-0.0828902,0.580012,-0.20093,0.474622,0.589933,-0.253571,0.602009,0.367302,-0.0765924,-0.0650373,0.0028549,-0.0497159,0.0193102,-0.0542538,-0.173515,0.322826
1755241482693445120,-0.0792886,0.579112,-0.201535,0.493378,0.568516,-0.273246,0.598919,0.351794,-0.102307,-0.0557273,0.00284372,-0.0497263,0.0193067,-0.0542839,-0.173511,0.322781
1755241482703445248,-0.0758794,0.577996,-0.202047,0.511316,0.54663,-0.292387,0.595198,0.329208,-0.119831,-0.0469793,0.00283275,-0.0497378,0.0193032,-0.0543153,-0.173506,0.322738
1755241482713445120,-0.0727154,0.576741,-0.20248,0.528838,0.524155,-0.31181,0.590226,0.303068,-0.130126,-0.0399546,0.0028225,-0.0497502,0.0192998,-0.0543481,-0.173499,0.322699
1755241482723445248,-0.0698271,0.575412,-0.202857,0.546655,0.501468,-0.332246,0.582503,0.274199,-0.135165,-0.0358263,0.00281318,-0.0497634,0.0192967,-0.0543821,-0.173491,0.322663
1755241482733445120,-0.0672341,0.574046,-0.203211,0.564044,0.478749,-0.352912,0.572806,0.244378,-0.137834,-0.0354759,0.00280479,-0.0497772,0.0192937,-0.0544171,-0.173482,0.32263
1755241482743445248,-0.064929,0.572651,-0.203573,0.580096,0.456478,-0.372622,0.562379,0.216928,-0.141268,-0.0368603,0.00279694,-0.0497911,0.0192909,-0.0544529,-0.173472,0.3226
1755241482753445120,-0.0628788,0.571204,-0.203946,0.594632,0.434651,-0.391074,0.551862,0.193877,-0.148821,-0.0375142,0.00278867,-0.0498041,0.0192889,-0.0544892,-0.173462,0.322574
1755241482763445248,-0.0610119,0.569641,-0.204311,0.608801,0.412149,-0.409391,0.540272,0.180262,-0.164535,-0.0351596,0.00277912,-0.0498158,0.019288,-0.0545255,-0.173452,0.322551
1755241482773445120,-0.0592596,0.567896,-0.204637,0.623861,0.387321,-0.428608,0.52638,0.170178,-0.184893,-0.0297687,0.00276818,-0.0498262,0.0192883,-0.0545616,-0.173441,0.322531
1755241482783444992,-0.0576055,0.565932,-0.204902,0.639424,0.359811,-0.448534,0.510382,0.160332,-0.208169,-0.023089,0.00275613,-0.0498356,0.0192892,-0.0545971,-0.173431,0.322513
1755241482793445120,-0.0560581,0.563715,-0.205095,0.654209,0.331275,-0.467775,0.493411,0.148808,-0.235532,-0.0152751,0.00274359,-0.0498444,0.0192901,-0.0546318,-0.173422,0.322498
1755241482803444992,-0.0546255,0.561217,-0.205205,0.667713,0.302465,-0.485766,0.476136,0.137424,-0.263803,-0.00657867,0.00273143,-0.0498535,0.0192903,-0.0546657,-0.173413,0.322484
1755241482813445120,-0.0533169,0.558446,-0.205221,0.679854,0.273168,-0.502335,0.45917,0.123665,-0.289923,0.00335085,0.00272059,-0.0498634,0.0192894,-0.0546986,-0.173406,0.322471
1755241482823444992,-0.052164,0.555439,-0.205139,0.690546,0.24368,-0.516883,0.443395,0.106285,-0.310522,0.0129011,0.00271163,-0.0498738,0.0192877,-0.0547307,-0.173399,0.32246
1755241482833445120,-0.0512018,0.552263,-0.204968,0.699377,0.215341,-0.528974,0.429752,0.0857159,-0.323522,0.0212684,0.00270458,-0.049884,0.0192857,-0.054762,-0.173395,0.322449
1755241482843444992,-0.0504522,0.548985,-0.204715,0.706526,0.189007,-0.538725,0.418178,0.0641835,-0.33161,0.0293122,0.00269851,-0.0498937,0.0192834,-0.0547925,-0.173391,0.322439
1755241482853445120,-0.0499076,0.545637,-0.204371,0.712378,0.164216,-0.546921,0.407956,0.044869,-0.33755,0.0399555,0.00269128,-0.049903,0.0192809,-0.0548221,-0.173389,0.322429
1755241482863444992,-0.0495498,0.542246,-0.203909,0.717515,0.13962,-0.554506,0.397745,0.0266523,-0.340115,0.0522554,0.00268146,-0.0499125,0.0192779,-0.0548507,-0.173388,0.322419
1755241482873445120,-0.0493713,0.538848,-0.203332,0.722407,0.113781,-0.562169,0.386197,0.00896863,-0.338689,0.0630427,0.0026692,-0.0499224,0.0192745,-0.0548786,-0.173387,0.322409
1755241482883444992,-0.0493706,0.535502,-0.202652,0.726879,0.0865242,-0.570032,0.373127,-0.00896937,-0.329321,0.0727769,0.00265521,-0.049933,0.0192703,-0.0549059,-0.173387,0.322398
1755241482893445120,-0.0495512,0.53229,-0.201883,0.730696,0.0586354,-0.577725,0.358998,-0.0272741,-0.311948,0.0804886,0.00264051,-0.0499443,0.0192656,-0.0549329,-0.173387,0.322385
1755241482903444992,-0.0499169,0.529286,-0.201056,0.733678,0.031042,-0.584891,0.344464,-0.0458581,-0.287925,0.0843464,0.00262631,-0.0499558,0.0192608,-0.05496,-0.173386,0.322371
1755241482913445120,-0.0504619,0.526556,-0.200213,0.735767,0.004998,-0.591057,0.330566,-0.062953,-0.257394,0.0837269,0.00261345,-0.0499672,0.0192563,-0.0549873,-0.173386,0.322356
1755241482923444992,-0.0511697,0.524148,-0.199393,0.737103,-0.0183064,-0.59628,0.317482,-0.0784164,-0.223809,0.0800024,0.00260228,-0.0499782,0.0192522,-0.0550148,-0.173385,0.322338
1755241482933444864,-0.0520235,0.522081,-0.19862,0.737896,-0.0389028,-0.600582,0.305447,-0.0921788,-0.189734,0.0743808,0.00259279,-0.049989,0.0192481,-0.0550424,-0.173384,0.32232
1755241482943444992,-0.0530104,0.520347,-0.197906,0.738292,-0.0576536,-0.604169,0.294247,-0.105191,-0.157037,0.0683929,0.00258441,-0.0499994,0.0192439,-0.0550702,-0.173383,0.3223
1755241482953444864,-0.0541273,0.518938,-0.197256,0.738403,-0.0751186,-0.607183,0.28363,-0.118227,-0.124752,0.0614467,0.00257581,-0.0500092,0.0192398,-0.0550982,-0.173381,0.322279
1755241482963444992,-0.0553747,0.517854,-0.196684,0.738512,-0.0899234,-0.609288,0.274376,-0.131239,-0.0917739,0.0527305,0.00256591,-0.0500181,0.0192362,-0.0551263,-0.17338,0.322257
1755241482973444864,-0.0567511,0.517102,-0.196205,0.738738,-0.102748,-0.611048,0.265198,-0.143991,-0.0586534,0.0429238,0.00255491,-0.0500263,0.0192327,-0.0551542,-0.173378,0.322234
1755241482983444992,-0.0582531,0.516685,-0.195826,0.739055,-0.114006,-0.612617,0.255931,-0.156393,-0.024608,0.0328075,0.00254359,-0.0500342,0.0192286,-0.0551821,-0.173375,0.32221
1755241482993444864,-0.0598793,0.516613,-0.195549,0.739463,-0.12378,-0.613904,0.246972,-0.168891,0.0102113,0.0226795,0.00253245,-0.0500419,0.019224,-0.0552099,-0.173373,0.322185
1755241483003444992,-0.0616345,0.516884,-0.195371,0.74,-0.132101,-0.614766,0.238772,-0.182301,0.0438308,0.0128803,0.00252135,-0.0500494,0.0192193,-0.0552376,-0.173371,0.322159
1755241483013444864,-0.0635311,0.517476,-0.195287,0.740873,-0.138708,-0.615052,0.231468,-0.197197,0.0739634,0.00425476,0.0025098,-0.0500567,0.0192157,-0.0552651,-0.173368,0.322132
1755241483023444992,-0.0655825,0.518344,-0.195278,0.74266,-0.14267,-0.614473,0.224776,-0.213084,0.0990224,-0.00221915,0.00249771,-0.0500636,0.019213,-0.0552923,-0.173366,0.322105
1755241483033444864,-0.0677902,0.519438,-0.195322,0.745067,-0.14522,-0.613268,0.218378,-0.228204,0.119403,-0.0063914,0.00248545,-0.05007,0.0192108,-0.055319,-0.173364,0.322077
1755241483043444992,-0.0701355,0.520724,-0.1954,0.74783,-0.146992,-0.611641,0.212223,-0.240415,0.137689,-0.00910813,0.00247328,-0.0500761,0.0192086,-0.055345,-0.173363,0.322048
1755241483053444864,-0.072585,0.522201,-0.195509,0.750718,-0.148271,-0.609825,0.206283,-0.249018,0.158201,-0.0128429,0.00246121,-0.0500822,0.0192063,-0.0553701,-0.173362,0.322018
1755241483063444736,-0.0751031,0.523911,-0.195669,0.753715,-0.148628,-0.607855,0.200839,-0.25419,0.184505,-0.0196818,0.00244904,-0.0500886,0.0192041,-0.0553943,-0.173362,0.321988
1755241483073444864,-0.0776593,0.525912,-0.195915,0.757256,-0.146232,-0.605604,0.196017,-0.256742,0.215981,-0.0297031,0.0024367,-0.0500957,0.0192022,-0.0554173,-0.173362,0.321957
1755241483083444736,-0.0802305,0.528228,-0.196264,0.761406,-0.140306,-0.602917,0.192524,-0.257194,0.246725,-0.0396808,0.00242432,-0.0501033,0.0192003,-0.0554391,-0.173363,0.321926
1755241483093444864,-0.0827952,0.530817,-0.196689,0.76566,-0.133315,-0.60019,0.189113,-0.255432,0.269675,-0.0446329,0.00241194,-0.0501113,0.0191989,-0.0554597,-0.173364,0.321895
1755241483103444736,-0.0853314,0.533568,-0.197128,0.769853,-0.126207,-0.597426,0.185687,-0.251519,0.278722,-0.0424621,0.00239962,-0.0501194,0.0191986,-0.0554791,-0.173366,0.321864
1755241483113444864,-0.0878194,0.536351,-0.197529,0.773946,-0.118835,-0.594605,0.182568,-0.245806,0.276584,-0.037451,0.00238771,-0.0501275,0.0192002,-0.055497,-0.173368,0.321834
1755241483123444736,-0.0902405,0.539066,-0.197868,0.777846,-0.110722,-0.59177,0.180287,-0.238168,0.265448,-0.029893,0.00237674,-0.0501357,0.0192037,-0.0555135,-0.17337,0.321804
1755241483133444864,-0.0925782,0.541633,-0.198113,0.781551,-0.101772,-0.588782,0.179323,-0.229194,0.247036,-0.0187717,0.00236705,-0.0501443,0.0192092,-0.0555285,-0.173372,0.321775
1755241483143444736,-0.0948229,0.543988,-0.198233,0.785065,-0.092072,-0.585539,0.179832,-0.219701,0.223415,-0.00508636,0.00235867,-0.0501532,0.019216,-0.0555421,-0.173375,0.321747
1755241483153444864,-0.0969779,0.546089,-0.198217,0.788565,-0.0814967,-0.581957,0.181246,-0.211382,0.196483,0.00793128,0.00235121,-0.0501622,0.0192228,-0.0555545,-0.173378,0.321721
1755241483163444736,-0.0990555,0.547925,-0.198085,0.792077,-0.0698756,-0.577896,0.183759,-0.204207,0.171267,0.0182023,0.00234428,-0.0501711,0.0192283,-0.0555658,-0.17338,0.321696
1755241483173444864,-0.101069,0.549531,-0.197861,0.795364,-0.056633,-0.57315,0.188914,-0.198562,0.150288,0.0263769,0.00233793,-0.0501794,0.0192324,-0.0555761,-0.173383,0.321672
1755241483183444736,-0.103038,0.550943,-0.197564,0.798419,-0.041155,-0.567507,0.1969,-0.195609,0.132258,0.0326985,0.00233239,-0.0501873,0.0192355,-0.0555854,-0.173387,0.32165
1755241483193444608,-0.104993,0.552179,-0.197208,0.801247,-0.0238309,-0.560905,0.206931,-0.195621,0.114941,0.0386455,0.00232739,-0.0501948,0.0192379,-0.0555937,-0.17339,0.321628
1755241483203444736,-0.106957,0.553247,-0.196789,0.803776,-0.00568139,-0.553649,0.217681,-0.196979,0.0986808,0.0452791,0.00232194,-0.0502021,0.0192398,-0.0556009,-0.173394,0.321606
1755241483213444608,-0.108931,0.554159,-0.196302,0.805952,0.0123095,-0.546032,0.228341,-0.197607,0.0839551,0.0520079,0.00231485,-0.0502097,0.0192413,-0.0556071,-0.173398,0.321586
1755241483223444736,-0.110903,0.554929,-0.195754,0.80784,0.0304262,-0.537899,0.239026,-0.196214,0.0700425,0.0574004,0.00230551,-0.0502176,0.0192426,-0.0556124,-0.173402,0.321565
1755241483233444608,-0.112848,0.555559,-0.195159,0.809389,0.0489254,-0.529201,0.249883,-0.192477,0.0557332,0.06132,0.00229383,-0.0502258,0.0192439,-0.0556168,-0.173406,0.321545
1755241483243444736,-0.114745,0.556036,-0.194527,0.810468,0.0680736,-0.51991,0.261155,-0.186634,0.0391943,0.0652449,0.00227995,-0.0502339,0.0192454,-0.0556205,-0.173409,0.321525
1755241483253444608,-0.116575,0.556325,-0.193843,0.811059,0.0871815,-0.510275,0.272401,-0.178988,0.0177941,0.0720428,0.00226454,-0.0502418,0.0192471,-0.0556235,-0.17341,0.321505
1755241483263444736,-0.118323,0.556372,-0.193074,0.811417,0.104824,-0.500756,0.282589,-0.170542,-0.00884723,0.0818406,0.0022495,-0.0502495,0.0192489,-0.0556259,-0.17341,0.321485
1755241483273444608,-0.119996,0.55615,-0.192206,0.81212,0.117894,-0.492354,0.290086,-0.164214,-0.0351484,0.0915405,0.00223654,-0.0502566,0.0192508,-0.0556278,-0.173408,0.321464
1755241483283444736,-0.121614,0.555682,-0.191253,0.812941,0.128807,-0.484313,0.296608,-0.159438,-0.0579378,0.0987235,0.00222605,-0.0502631,0.0192529,-0.0556292,-0.173405,0.321444
1755241483293444608,-0.123192,0.555013,-0.19024,0.813549,0.139789,-0.475897,0.303511,-0.156076,-0.0751591,0.103802,0.0022179,-0.0502692,0.0192551,-0.05563,-0.173401,0.321423
1755241483303444736,-0.124742,0.554205,-0.189186,0.813765,0.151786,-0.466829,0.311156,-0.15396,-0.0856631,0.106673,0.00221145,-0.0502751,0.0192573,-0.0556302,-0.173396,0.321403
1755241483313444608,-0.126272,0.553328,-0.188116,0.813386,0.165534,-0.457015,0.319591,-0.151815,-0.0889302,0.107009,0.00220572,-0.0502816,0.0192592,-0.0556299,-0.173391,0.321383
1755241483323444480,-0.127769,0.552446,-0.187055,0.81217,0.181804,-0.446271,0.328892,-0.146952,-0.0870614,0.104674,0.00220038,-0.0502894,0.0192608,-0.0556292,-0.173386,0.321363
1755241483333444608,-0.129187,0.551599,-0.186038,0.810213,0.199557,-0.43517,0.338169,-0.135674,-0.0822005,0.098221,0.00219584,-0.0502987,0.0192623,-0.0556285,-0.17338,0.321344
1755241483343444480,-0.130459,0.550795,-0.185099,0.807433,0.218351,-0.42384,0.347469,-0.118001,-0.079218,0.0893673,0.00219255,-0.0503093,0.0192638,-0.0556281,-0.173373,0.321325
1755241483353444608,-0.131535,0.549997,-0.184254,0.803876,0.23774,-0.412196,0.356873,-0.0969465,-0.0810375,0.0796801,0.00219073,-0.0503203,0.0192654,-0.0556283,-0.173366,0.321308
1755241483363444480,-0.132396,0.549154,-0.183506,0.799544,0.257692,-0.399903,0.366609,-0.0750819,-0.0883034,0.0699117,0.00219044,-0.0503305,0.0192669,-0.0556292,-0.173359,0.321291
1755241483373444608,-0.133041,0.54821,-0.182853,0.793684,0.278381,-0.387199,0.377685,-0.0541369,-0.100926,0.0608875,0.00219178,-0.0503389,0.0192684,-0.0556307,-0.173351,0.321276
1755241483383444480,-0.133489,0.54712,-0.18228,0.786124,0.300297,-0.37361,0.390188,-0.0355429,-0.117618,0.053939,0.00219498,-0.0503454,0.0192706,-0.0556326,-0.173343,0.321262
